mal_id,title_english,type,source,episodes,duration,rating,score,scored_by,rank,popularity,members,favorites,year,demographics,studios,genres,themes
2664,Doraemon the Movie: Nobita's Great Adventure in the South Seas,Movie,Unknown,1,91,PG - Children,7.4,6001,2742,7407,9644,8,,"['Kids', 'Shounen']",['Shin-Ei Animation'],"['Adventure', 'Award Winning', 'Comedy', 'Fantasy', 'Sci-Fi']",[]
2665,Doraemon the Movie: Nobita and the Steel Troops,Movie,Manga,1,97,PG - Children,7.72,6352,1392,7078,10772,24,,"['Kids', 'Shounen']",['Shin-Ei Animation'],"['Adventure', 'Comedy', 'Fantasy']",['Mecha']
2666,Doraemon the Movie: Nobita and the Birth of Japan,Movie,Unknown,1,100,PG - Children,7.28,3778,3416,8551,6712,1,,"['Kids', 'Shounen']",['Shin-Ei Animation'],"['Adventure', 'Comedy', 'Fantasy']",['Time Travel']
2667,Doraemon the Movie: Nobita and the Castle of the Undersea Devil,Movie,Manga,1,95,PG - Children,7.15,3998,4278,8284,7228,2,,[],['Shin-Ei Animation'],['Fantasy'],[]
2668,Doraemon the Movie: Nobita Drifts in the Universe,Movie,Unknown,1,93,PG - Children,7.14,3636,4338,8682,6460,1,,"['Kids', 'Shounen']",['Shin-Ei Animation'],"['Adventure', 'Comedy', 'Fantasy', 'Sci-Fi']",['Space']
2669,Doraemon the Movie: Nobita's Little Space War,Movie,Unknown,1,96,PG - Children,7.27,5178,3490,7802,8440,5,,[],['Shin-Ei Animation'],"['Fantasy', 'Sci-Fi']",['Space']
2670,Doraemon the Movie: Nobita's Dorabian Nights,Movie,Unknown,1,99,PG - Children,7.42,9757,2618,6234,14597,7,,"['Kids', 'Shounen']",['Shin-Ei Animation'],"['Adventure', 'Comedy', 'Fantasy']",[]
2671,Doraemon the Movie: Nobita and the Haunts of Evil,Movie,Unknown,1,91,PG - Children,7.24,4953,3698,7819,8402,3,,[],['Shin-Ei Animation'],['Adventure'],[]
2672,Doraemon the Movie: Nobita's Great Adventure into the Underworld,Movie,Unknown,1,97,PG - Children,7.33,3576,3101,8678,6471,2,,[],['Shin-Ei Animation'],['Fantasy'],[]
2673,Doraemon the Movie: Nobita's New Great Adventure into the Underworld,Movie,Unknown,1,112,PG - Children,7.71,7730,1429,6542,13014,12,,[],['Shin-Ei Animation'],"['Adventure', 'Comedy', 'Fantasy']",[]
2674,Doraemon the Movie: Nobita's Diary of the Creation of the World,Movie,Manga,1,98,PG - Children,7.18,3371,4081,8707,6402,1,,"['Kids', 'Shounen']",['Shin-Ei Animation'],"['Adventure', 'Comedy', 'Fantasy', 'Sci-Fi']",['Time Travel']
2675,Doraemon the Movie: Nobita and the Galaxy Super-express,Movie,Unknown,1,97,PG - Children,7.4,6434,2745,7178,10433,8,,[],['Shin-Ei Animation'],['Fantasy'],[]
2676,Doraemon the Movie: Nobita's Three Visionary Swordsmen,Movie,Unknown,1,98,PG - Children,7.6,5836,1807,7521,9253,15,,"['Kids', 'Shounen']",['Shin-Ei Animation'],"['Adventure', 'Fantasy', 'Sci-Fi']",[]
2677,Doraemon the Movie: Nobita and the Animal Planet,Movie,Unknown,1,100,PG - Children,7.25,5858,3623,7425,9566,1,,"['Kids', 'Shounen']",['Shin-Ei Animation'],"['Adventure', 'Comedy', 'Fantasy', 'Sci-Fi']",[]
2678,Doraemon the Movie: Nobita and the Spiral City,Movie,Unknown,1,98,PG - Children,7.04,2927,4912,9279,5462,1,,"['Kids', 'Shounen']",['Shin-Ei Animation'],"['Adventure', 'Fantasy']",[]
2679,The Enemy's the Pirates!: The Cats' Banquet,TV,Novel,6,25,R+ - Mild Nudity,6.62,1041,7458,11458,2881,6,1989,[],"['Production I.G', 'Madhouse', 'Watanabe Promotion']","['Comedy', 'Sci-Fi']",[]
2681,Spaceship Agga Ruter,OVA,Original,4,27,Rx - Hentai,6.43,1127,,11070,3209,8,,[],['AIC'],"['Comedy', 'Sci-Fi', 'Hentai']",['Space']
2682,Blue Legend Shoot!,Movie,Unknown,1,25,PG - Children,6.72,1279,6776,10981,3288,4,,['Shounen'],['Toei Animation'],['Sports'],['Team Sports']
2683,Tokyo Majin: Second Act,TV,Game,12,24,R - 17+ (violence & profanity),7.18,15233,4128,4038,40971,63,2007,[],"['AIC Spirits', 'BeSTACK']","['Action', 'Drama', 'Horror', 'Mystery']","['Martial Arts', 'School']"
2684,,TV,Web manga,13,25,PG-13 - Teens 13 or older,6.95,4911,5416,7187,10408,7,2007,[],['TMS Entertainment'],"['Sci-Fi', 'Sports']",['Team Sports']
2685,Tsubasa RESERVoir CHRoNiCLE: Tokyo Revelations,OVA,Manga,3,24,R - 17+ (violence & profanity),8.27,47109,360,2372,102106,837,,['Shounen'],['Production I.G'],"['Action', 'Adventure', 'Drama', 'Fantasy', 'Romance']",[]
2686,Gigantor,TV,Manga,96,25,G - All Ages,6.95,1569,5462,9792,4668,13,1963,['Shounen'],['TCJ'],"['Adventure', 'Sci-Fi']",['Mecha']
2687,Adventures of the Monkey King,TV,Unknown,39,26,G - All Ages,7.21,676,3905,13443,1617,3,1967,[],['Mushi Production'],"['Comedy', 'Fantasy']",[]
2688,Zillion,TV,Mixed media,31,24,PG-13 - Teens 13 or older,6.94,1944,5472,8399,7014,26,1987,[],['Tatsunoko Production'],"['Action', 'Adventure', 'Sci-Fi']",['Military']
2689,Zillion: Burning Night,OVA,Mixed media,1,47,PG-13 - Teens 13 or older,6.24,875,9672,12487,2168,1,,[],['Production I.G'],"['Action', 'Adventure', 'Sci-Fi']",[]
2690,,OVA,Original,1,56,R - 17+ (violence & profanity),6.47,1289,8381,11229,3077,1,,['Seinen'],['Network Kouenji Studio'],"['Action', 'Mystery']",[]
2692,CB Character: Nagai Gou World,OVA,Manga,3,44,R+ - Mild Nudity,6.95,1946,5416,9946,4473,21,,[],['Triangle Staff'],"['Action', 'Comedy']",['Parody']
2693,Suddenly Princess,OVA,Manga,3,30,PG-13 - Teens 13 or older,6.38,1881,8881,9351,5358,11,,[],['J.C.Staff'],"['Comedy', 'Fantasy']",[]
2694,Tree in the Sun,TV,Manga,25,23,R+ - Mild Nudity,7.47,1211,2384,8848,6159,25,2000,['Seinen'],['Madhouse'],"['Action', 'Award Winning', 'Drama']","['Historical', 'Medical', 'Samurai']"
2695,Mobile Suit Gundam 0083: The Afterglow Of Zeon,Movie,Original,1,119,PG-13 - Teens 13 or older,6.78,4673,6431,6730,12155,5,,[],['Sunrise'],"['Adventure', 'Sci-Fi']","['Mecha', 'Space']"
2696,Crusher Joe: The OVAs,OVA,Light novel,2,56,R - 17+ (violence & profanity),6.91,1960,5638,9674,4842,5,,[],['Sunrise'],"['Action', 'Adventure', 'Sci-Fi']",['Space']
2697,High Speed Jessie,OVA,Light novel,12,28,R - 17+ (violence & profanity),7.13,803,4411,11885,2561,5,,[],['Studio Pierrot'],"['Action', 'Sci-Fi']",[]
2698,Sanctuary,OVA,Manga,1,67,R+ - Mild Nudity,6.49,2365,8249,8614,6587,13,,['Seinen'],['Pastel'],"['Action', 'Drama', 'Suspense']","['Adult Cast', 'Organized Crime']"
2699,Space Pirate Mito,TV,Original,13,24,PG-13 - Teens 13 or older,6.75,1307,6640,10286,4061,9,1999,[],['Triangle Staff'],"['Action', 'Comedy', 'Sci-Fi']",[]
2700,Space Pirate Mito 2,TV,Original,13,24,PG-13 - Teens 13 or older,6.76,882,6583,12275,2300,2,1999,[],['Triangle Staff'],"['Action', 'Comedy', 'Sci-Fi']",[]
2701,Little Susie and Marvy,TV,Unknown,104,15,,,,20781,18625,497,0,1999,['Kids'],['Xebec'],['Comedy'],[]
2702,,TV,Manga,18,40,G - All Ages,6.89,919,5735,12649,2061,7,1999,['Kids'],['Xebec'],['Adventure'],['Strategy Game']
2703,Super YoYo,TV,Manga,22,22,G - All Ages,6.85,3211,5980,8442,6924,12,1998,['Shounen'],['Xebec'],['Sports'],[]
2704,Steam Detectives,TV,Manga,26,24,PG-13 - Teens 13 or older,6.93,1676,5538,8791,6242,8,1998,[],['Xebec'],['Mystery'],"['Detective', 'Mecha']"
2705,,TV,Manga,51,25,G - All Ages,7.09,7252,4650,6516,13152,93,1996,['Kids'],['Xebec'],['Adventure'],['Racing']
2706,,TV,Manga,51,25,G - All Ages,7.32,4634,3163,8039,7803,33,1997,['Kids'],['Xebec'],[],['Racing']
2707,,TV,Original,97,24,PG - Children,6.68,476,7077,13519,1580,7,2005,['Kids'],['Ajia-do'],['Adventure'],[]
2708,,TV,Manga,26,15,G - All Ages,,,21383,18705,490,0,1996,['Kids'],"['Ajia-do', 'TMS Entertainment']","['Comedy', 'Fantasy']",[]
2709,,TV,Manga,51,25,G - All Ages,6.92,2702,5571,9655,4877,8,1998,['Kids'],['Xebec'],['Action'],['Racing']
2710,,Movie,Manga,1,46,G - All Ages,6.39,299,8848,15499,949,2,,['Shounen'],['Ajia-do'],['Comedy'],[]
2712,I am THE Shiratori Reiko!,OVA,Manga,1,44,PG-13 - Teens 13 or older,5.37,390,13648,14468,1239,1,,['Shoujo'],['Ajia-do'],"['Comedy', 'Romance']",['Adult Cast']
2713,,TV,Game,26,10,PG - Children,6.91,2686,5668,8206,7427,6,2006,[],['Xebec'],"['Adventure', 'Sci-Fi']","['Mecha', 'Strategy Game']"
2714,Graduation,OVA,Visual novel,2,30,PG-13 - Teens 13 or older,6.75,1049,6630,11783,2639,3,,[],['animate Film'],['Drama'],['School']
2715,Catnapped,Movie,Novel,1,76,G - All Ages,7.04,1656,4952,10100,4275,16,,[],['Triangle Staff'],['Adventure'],[]
2716,,TV,Manga,32,7,R - 17+ (violence & profanity),7.15,916,4318,11458,2884,13,1998,['Shounen'],['Studio Deen'],['Comedy'],['Gag Humor']
2717,The Galaxy Railways II,TV,Original,24,24,PG-13 - Teens 13 or older,7.02,1543,5037,9504,5131,5,2006,[],['Planet'],"['Action', 'Adventure', 'Drama', 'Sci-Fi']",['Space']
2718,Triton of the Sea,TV,Manga,27,23,PG-13 - Teens 13 or older,6.84,1172,6078,11237,3068,4,1972,['Shounen'],['Animation Staff Room'],"['Adventure', 'Fantasy']",[]
2719,,TV,Game,25,25,PG - Children,5.22,1927,13978,9484,5147,4,2007,['Kids'],['Madhouse'],"['Action', 'Adventure', 'Comedy', 'Fantasy']",[]
2721,Phantom Hunter Miko,OVA,Manga,2,29,Rx - Hentai,5.62,711,,11917,2544,4,,[],['Studio Deen'],"['Comedy', 'Hentai']",[]
2722,Crusher Joe: The Movie,Movie,Manga,1,131,R+ - Mild Nudity,7.05,3516,4856,6979,11173,15,,[],['Sunrise'],"['Action', 'Adventure', 'Sci-Fi']",['Space']
2723,,TV,Manga,24,8,PG-13 - Teens 13 or older,6.55,1416,7859,9989,4419,1,1999,[],['Daume'],"['Comedy', 'Sci-Fi']",['Mecha']
2724,,Special,Other,2,5,PG - Children,7.75,13138,1306,5132,24137,209,,[],['Daicon Film'],"['Adventure', 'Sci-Fi']","['Mecha', 'Music', 'Otaku Culture']"
2725,,OVA,Original,1,27,PG-13 - Teens 13 or older,6.74,4964,6703,7033,10936,6,,[],['AIC'],"['Comedy', 'Sci-Fi']","['Parody', 'Space']"
2726,Delinquent Detective,OVA,Manga,2,47,R - 17+ (violence & profanity),6.59,2974,7652,7696,8758,16,,['Shoujo'],['SIDO LIMITED'],"['Action', 'Drama', 'Mystery']","['Delinquents', 'Detective', 'School']"
2727,,TV,Original,18,3,G - All Ages,5.86,1304,11717,9817,4640,10,2004,[],['Madhouse'],"['Action', 'Comedy']",[]
2728,,Music,Music,1,4,G - All Ages,6.76,1706,,11635,2754,2,,[],['OLM'],[],['Music']
2729,,Music,Manga,1,2,PG-13 - Teens 13 or older,6.63,2895,,8606,6600,7,,['Shoujo'],['Madhouse'],['Drama'],['Music']
2730,,OVA,Manga,2,28,R+ - Mild Nudity,4.78,5631,14573,6706,12231,27,,['Seinen'],['J.C.Staff'],"['Comedy', 'Romance', 'Ecchi']",['Love Polygon']
2731,,OVA,Original,6,30,PG-13 - Teens 13 or older,6.44,634,8555,13344,1660,0,,[],['Sunrise'],['Comedy'],"['Mecha', 'Parody']"
2732,Baby Grandma,TV,Original,53,7,G - All Ages,6.57,378,7721,14229,1316,0,2002,[],[],"['Comedy', 'Drama']",[]
2733,Mobile Police Patlabor Minimum,Movie,Original,3,12,PG - Children,6.32,1458,9268,10338,3981,3,,[],['Production I.G'],['Comedy'],['Parody']
2734,Mazinkaiser VS Great General of Darkness,OVA,Manga,1,56,R - 17+ (violence & profanity),7.21,3149,3924,8797,6238,13,,[],"[""Brain's Base""]",[],['Mecha']
2735,,TV,Unknown,52,25,G - All Ages,6.04,137,10826,16497,744,0,2003,[],"['Sunrise', 'Dongwoo A&E']",['Sci-Fi'],['Mecha']
2736,,TV,Manga,74,25,G - All Ages,7.35,1803,3003,10892,3359,14,1995,[],['OLM'],"['Comedy', 'Fantasy', 'Sci-Fi']",[]
2737,,OVA,Manga,2,28,R+ - Mild Nudity,4.97,567,14385,13152,1752,0,,[],['OLM'],"['Action', 'Drama']",['Super Power']
2738,,TV,Unknown,26,25,PG - Children,6.9,428,5711,14837,1131,2,2003,['Kids'],['OLM'],['Fantasy'],[]
2739,,OVA,Unknown,3,27,R+ - Mild Nudity,5.6,246,12892,14523,1220,1,,[],['OLM'],"['Drama', 'Fantasy']",['Super Power']
2740,,TV,Manga,25,23,PG-13 - Teens 13 or older,7.15,753,4310,12025,2475,3,2004,['Shounen'],['OLM'],"['Action', 'Drama']",['Racing']
2741,,TV,Manga,25,24,PG-13 - Teens 13 or older,7.4,521,2755,13700,1504,1,2004,['Shounen'],['OLM'],"['Action', 'Drama']",['Racing']
2742,Full-Blast Science Adventure: So That's How It Is!,TV,Original,26,20,,,,19315,16238,786,1,2003,['Kids'],['OLM'],"['Comedy', 'Sci-Fi']",[]
2743,,Special,Original,4,4,PG-13 - Teens 13 or older,7.33,3839,3115,7681,8802,10,,[],['Sunrise'],['Comedy'],['Parody']
2744,,TV,4-koma manga,12,24,PG-13 - Teens 13 or older,7.41,8085,2705,5233,22969,95,2007,['Seinen'],['J.C.Staff'],['Comedy'],['School']
2745,Hell Teacher Nube,OVA,Manga,3,29,PG-13 - Teens 13 or older,7.26,1704,3571,9830,4619,7,,['Shounen'],['Toei Animation'],"['Action', 'Comedy', 'Horror', 'Supernatural']","['Mythology', 'School']"
2746,Vexille,Movie,Original,1,109,PG-13 - Teens 13 or older,6.89,11157,5790,5570,19634,25,,[],['Oxybot'],"['Action', 'Sci-Fi']",['Military']
2747,Astro Boy,TV,Manga,193,26,G - All Ages,7.2,5139,4008,6176,15001,67,1963,['Shounen'],['Mushi Production'],"['Action', 'Adventure', 'Drama', 'Sci-Fi']",[]
2748,,TV,Manga,65,25,PG-13 - Teens 13 or older,7.28,3096,3413,8725,6373,31,1981,['Shounen'],['Tatsunoko Production'],"['Comedy', 'Sports', 'Ecchi']",[]
2749,Heisei Period Dog Tale Bow,TV,Manga,40,23,G - All Ages,7.25,845,3634,12965,1854,3,1993,['Seinen'],['Nippon Animation'],['Comedy'],"['Gag Humor', 'Pets']"
2750,,Movie,Manga,1,22,G - All Ages,6.38,133,8889,18290,527,0,,['Seinen'],['Nippon Animation'],['Comedy'],"['Gag Humor', 'Pets']"
2751,Miyori's Forest,TV Special,Manga,1,107,G - All Ages,6.94,4920,5497,6214,14772,21,,['Shoujo'],['Nippon Animation'],"['Adventure', 'Drama', 'Fantasy']",[]
2752,The Prince of Tennis: The National Tournament Semifinals,OVA,Manga,6,23,PG-13 - Teens 13 or older,7.89,22113,979,4043,40899,39,,['Shounen'],['M.S.C'],['Sports'],[]
2753,Who's Left Behind?,Movie,Novel,1,90,G - All Ages,7.7,4409,1484,6065,15773,37,,[],['Mushi Production'],['Drama'],['Historical']
2754,,OVA,Manga,3,37,R+ - Mild Nudity,6.25,1644,9639,9687,4827,6,,[],['J.C.Staff'],"['Action', 'Adventure', 'Sci-Fi']",[]
2755,Cleopatra: Queen of Sex,Movie,Original,1,112,R+ - Mild Nudity,5.66,3139,12665,7910,8127,17,,[],['Mushi Production'],['Sci-Fi'],['Historical']
2756,"Yobi, The Five Tailed Fox",Movie,Original,1,85,PG - Children,7.21,6505,3886,6125,15363,52,,[],['Sunwoo Entertainment'],"['Drama', 'Fantasy', 'Sci-Fi']",[]
2757,,TV,Original,39,25,PG-13 - Teens 13 or older,7.79,1393,1211,10919,3336,14,1995,[],['Shaft'],"['Action', 'Comedy', 'Fantasy']",['Anthropomorphic']
2758,,TV,Original,52,24,PG-13 - Teens 13 or older,7.39,806,2810,12339,2261,18,1993,[],['Sunrise'],"['Sci-Fi', 'Sports']","['Mecha', 'Team Sports']"
2759,Evangelion: 1.0 You Are (Not) Alone,Movie,Original,1,101,R+ - Mild Nudity,8.0,381298,752,402,619254,2106,,[],['Khara'],"['Award Winning', 'Drama', 'Sci-Fi', 'Suspense']","['Mecha', 'Psychological']"
2760,The Ideon: A Contact,Movie,Original,1,84,PG-13 - Teens 13 or older,6.22,2548,9802,9134,5686,3,,[],['Sunrise'],"['Drama', 'Sci-Fi']","['Mecha', 'Space']"
2761,The Ideon: Be Invoked,Movie,Original,1,98,R+ - Mild Nudity,8.0,4785,750,6467,13379,265,,[],['Sunrise'],"['Drama', 'Sci-Fi']","['Mecha', 'Space']"
2762,,TV,Manga,24,23,PG-13 - Teens 13 or older,7.92,5074,896,6501,13226,143,1983,['Shoujo'],['Group TAC'],"['Action', 'Adventure', 'Comedy', 'Romance']",['School']
2765,Momotaro: Sacred Sailors,Movie,Original,1,75,G - All Ages,5.09,1482,14215,10843,3406,4,,[],['Shochiku Animation Institute'],['Action'],['Military']
2766,,TV,Other,52,25,G - All Ages,6.93,1932,5560,9286,5453,3,1998,[],['Madhouse'],"['Adventure', 'Comedy']",[]
2767,The Night of Taneyamagahara,Movie,Other,1,27,PG - Children,5.51,1867,13229,8698,6421,5,,['Kids'],['Studio Ghibli'],"['Fantasy', 'Slice of Life']",['Psychological']
2768,,Music,Manga,1,5,G - All Ages,7.46,12124,,5370,21728,26,,[],['Madhouse'],"['Action', 'Comedy', 'Drama', 'Fantasy', 'Romance']",['Music']
2769,,TV,Book,25,24,PG-13 - Teens 13 or older,7.04,795,4915,11654,2735,5,1984,[],['MK Pictures'],"['Action', 'Adventure', 'Sci-Fi']",[]
2770,,Movie,Book,1,107,PG-13 - Teens 13 or older,6.44,1974,8559,9972,4437,10,,[],"['Madhouse', 'MK Pictures']","['Action', 'Adventure', 'Sci-Fi']",['Space']
2771,I'll Make a Habit of It,TV,Manga,39,25,PG-13 - Teens 13 or older,6.98,770,5240,11112,3173,2,1994,['Shoujo'],['Studio Kikan'],"['Comedy', 'Romance']","['Crossdressing', 'School']"
2772,Hero Tales,TV,Manga,26,24,PG-13 - Teens 13 or older,6.81,10586,6244,4718,29479,38,2007,['Shounen'],['Studio Flag'],"['Action', 'Adventure', 'Fantasy']",['Martial Arts']
2775,,OVA,Manga,5,30,R - 17+ (violence & profanity),5.88,13849,11601,3821,45565,199,,['Seinen'],['Artmic'],"['Horror', 'Sci-Fi']","['Gore', 'Mecha', 'Psychological']"
2776,,OVA,Game,1,30,PG-13 - Teens 13 or older,3.18,1712,14977,10388,3910,4,,[],[],"['Action', 'Adventure', 'Fantasy']",[]
2777,,OVA,Game,1,27,PG-13 - Teens 13 or older,3.29,1039,14971,12255,2311,1,,[],[],"['Action', 'Adventure', 'Fantasy', 'Romance']",['Military']
2778,,OVA,Game,2,24,PG-13 - Teens 13 or older,3.56,858,14954,12678,2042,1,,[],[],"['Action', 'Adventure', 'Fantasy']",[]
2779,,OVA,Manga,2,27,PG-13 - Teens 13 or older,5.3,937,13819,11956,2515,3,,[],['Artland'],['Drama'],['School']
2780,Ultimate Teacher,OVA,Manga,1,55,R+ - Mild Nudity,5.66,2334,12686,9196,5589,11,,[],['J.C.Staff'],"['Action', 'Adventure', 'Comedy', 'Supernatural']",['School']
2781,St. Luminous Mission High School,TV,Original,13,23,PG-13 - Teens 13 or older,6.34,1247,9142,10355,3961,7,1998,[],['Triangle Staff'],"['Mystery', 'Supernatural']",['Psychological']
2782,Fire Emblem,OVA,Game,2,27,PG-13 - Teens 13 or older,5.82,7508,11902,6103,15531,52,,[],['Studio Fantasia'],"['Action', 'Adventure', 'Fantasy']",[]
2783,Thumbelina: A Magical Story,TV,Book,26,24,G - All Ages,6.74,694,6691,12047,2459,14,1992,['Kids'],['Meruhensha'],"['Adventure', 'Fantasy']",[]
2784,,Special,Visual novel,1,23,PG-13 - Teens 13 or older,6.67,3577,7122,8051,7785,2,,[],['OLM'],"['Comedy', 'Romance', 'Ecchi']",['Harem']
2785,,OVA,Manga,2,35,R - 17+ (violence & profanity),5.41,631,13523,12022,2476,0,,['Shoujo'],['Madhouse'],"['Action', 'Drama', 'Sci-Fi']",['Military']
2786,,TV,Manga,51,25,PG-13 - Teens 13 or older,6.61,1090,7477,10019,4383,16,2006,['Shounen'],['Radix'],"['Action', 'Adventure', 'Fantasy']","['Isekai', 'Strategy Game']"
2787,Shakugan no Shana: Season II,TV,Light novel,24,24,PG-13 - Teens 13 or older,7.54,177376,2087,883,320251,993,2007,[],['J.C.Staff'],"['Action', 'Drama', 'Fantasy', 'Romance']","['School', 'Urban Fantasy']"
2788,Nymphs of the Stratosphere,OVA,Original,3,30,Rx - Hentai,5.69,1224,,10569,3685,6,,[],[],"['Drama', 'Sci-Fi', 'Hentai']",[]
2789,Battle B-Daman,TV,Manga,52,22,PG - Children,6.4,8287,8760,6178,14998,30,2004,['Kids'],['Nippon Animation'],"['Adventure', 'Fantasy']",['Strategy Game']
2790,,OVA,Manga,1,43,PG-13 - Teens 13 or older,5.17,1224,14081,11207,3094,3,,[],['Studio Signal'],"['Comedy', 'Ecchi']","['Crossdressing', 'Delinquents', 'School']"
2791,Grrl Power!,OVA,Manga,1,24,G - All Ages,6.39,1333,8841,11639,2748,2,,[],['CoMix Wave Films'],"['Action', 'Award Winning', 'Comedy']",['School']
2792,,OVA,Game,1,26,PG-13 - Teens 13 or older,3.59,2339,14953,9984,4422,5,,[],['Production I.G'],"['Action', 'Fantasy', 'Sci-Fi']",[]
2793,Phoenix 2772,Movie,Manga,1,121,G - All Ages,6.83,2439,6096,9130,5685,13,,[],['Tezuka Productions'],"['Adventure', 'Drama', 'Fantasy', 'Romance', 'Sci-Fi']",['Space']
2794,,OVA,Visual novel,3,28,Rx - Hentai,5.84,559,,12896,1895,0,,[],['AIC'],['Hentai'],[]
2795,Dragonaut - The Resonance,TV,Original,25,24,PG-13 - Teens 13 or older,6.59,34872,7601,2738,81312,118,2007,[],['Gonzo'],"['Drama', 'Fantasy', 'Romance', 'Sci-Fi']",['Mecha']
2796,,OVA,Other,1,28,G - All Ages,5.26,2115,13886,10430,3845,19,,['Kids'],[],['Comedy'],[]
2797,Shootfighter Tekken,OVA,Manga,3,47,R - 17+ (violence & profanity),6.87,1733,5878,9577,4999,19,,['Seinen'],['AIC'],['Action'],['Martial Arts']
2798,A Strange Kind of Woman,OVA,Manga,2,28,Rx - Hentai,7.3,12824,,4814,28256,258,,[],['Cafe de Jeilhouse'],['Hentai'],[]
2799,,TV,Original,47,25,G - All Ages,7.16,3465,4233,8232,7369,31,1981,[],['Toei Animation'],"['Adventure', 'Romance']",[]
2800,,TV,Manga,115,25,G - All Ages,7.66,16558,1585,4340,35536,503,1976,['Shoujo'],['Toei Animation'],"['Drama', 'Romance']",['Historical']
2801,Candy Candy: The Call of Spring,Movie,Unknown,1,25,G - All Ages,6.84,1223,6030,11136,3150,4,,['Shoujo'],['Toei Animation'],"['Drama', 'Romance']",[]
2802,Candy Candy: Candy's Summer Vacation,Movie,Unknown,1,18,G - All Ages,6.76,1089,6535,11007,3268,4,,['Shoujo'],['Toei Animation'],"['Drama', 'Romance']",[]
2803,Legendary Brave da Garn,TV,Original,46,24,PG-13 - Teens 13 or older,7.41,1612,2669,9293,5440,20,1992,[],['Sunrise'],['Sci-Fi'],['Mecha']
2804,,TV,Original,50,23,G - All Ages,7.21,1327,3903,10220,4134,12,1992,[],['Ashi Productions'],"['Adventure', 'Fantasy']",[]
2805,,TV,Novel,39,26,G - All Ages,7.2,727,3990,13171,1747,6,1985,['Kids'],"['Ajia-do', 'TMS Entertainment']","['Comedy', 'Fantasy']",[]
2806,Yadamon: Magical Dreamer,TV,Unknown,170,10,PG-13 - Teens 13 or older,7.26,863,3603,11913,2544,14,1992,[],['Group TAC'],"['Adventure', 'Comedy', 'Fantasy']",[]
2808,Megaman X - The Day of Sigma,OVA,Game,1,30,G - All Ages,7.35,7377,2994,6492,13267,62,,[],['Xebec'],"['Action', 'Sci-Fi']",[]
2809,Temple the Balloonist,TV,Original,26,25,G - All Ages,6.29,229,9420,15928,851,1,1977,['Kids'],['Tatsunoko Production'],"['Adventure', 'Comedy']",[]
2810,The Secret Garden,TV,Book,39,25,G - All Ages,7.21,3080,3879,8384,7043,26,1991,[],"['Gakken', 'Aubeck']",['Drama'],['Historical']
2811,Flying Phantom Ship,Movie,Manga,1,60,PG - Children,6.6,3684,7579,8340,7145,18,,[],['Toei Animation'],"['Adventure', 'Drama', 'Sci-Fi']",['Mecha']
2813,Alfred J. Kwak,TV,Other,52,23,G - All Ages,7.36,3273,2925,8616,6588,62,1989,['Kids'],['Telescreen'],"['Adventure', 'Comedy', 'Drama', 'Fantasy']",[]
2814,Wowser,TV,Other,52,25,G - All Ages,6.65,519,7247,14209,1321,3,1988,['Kids'],['Telescreen'],['Comedy'],[]
2815,Ox Tales,TV,Other,52,24,G - All Ages,7.0,929,5150,12744,2004,12,1987,['Kids'],['Telescreen'],['Comedy'],['Anthropomorphic']
2816,Daimos,TV,Original,44,24,PG-13 - Teens 13 or older,7.35,3457,3027,8256,7303,38,1978,[],"['Sunrise', 'Toei Animation']","['Adventure', 'Drama', 'Romance', 'Sci-Fi']",['Mecha']
2817,The Story of Cinderella,TV,Other,26,24,G - All Ages,7.33,3831,3095,7574,9089,61,1996,[],['Tatsunoko Production'],"['Adventure', 'Fantasy', 'Romance']",[]
2818,Mado King Granzort,TV,Original,41,24,G - All Ages,7.55,1201,2029,10727,3521,16,1989,[],['Sunrise'],"['Comedy', 'Fantasy', 'Sci-Fi']",['Mecha']
2819,Dragon Warrior,TV,Game,43,24,G - All Ages,7.2,2431,3960,7789,8474,29,1990,['Shounen'],"['Studio Pierrot', 'Studio Comet']","['Action', 'Adventure', 'Fantasy']",[]
2820,Time Quest,TV,Original,39,23,PG-13 - Teens 13 or older,7.64,1331,1684,11139,3147,21,1989,['Kids'],['Ashi Productions'],"['Action', 'Adventure', 'Comedy']",[]
2821,Voyeur's Digest,OVA,Visual novel,2,28,Rx - Hentai,5.28,1148,,10985,3286,8,,[],['Y.O.U.C'],['Hentai'],[]
2822,,TV,Unknown,52,25,,5.87,316,11639,15155,1038,2,1997,[],['Tokyo Movie'],['Comedy'],[]
2823,Barbapapa,TV,Picture book,45,5,PG - Children,6.29,1484,9411,10977,3289,8,1974,[],['Topcraft'],"['Comedy', 'Fantasy']",[]
2824,Barbapapa Around the World,TV,Picture book,50,5,G - All Ages,5.87,574,11640,13538,1571,3,1999,[],['Studio Pierrot'],"['Adventure', 'Comedy']",[]
2825,Arabian Nights: Sinbad's Adventures,TV,Book,52,24,G - All Ages,7.29,4201,3344,7789,8486,35,1975,[],['Nippon Animation'],"['Adventure', 'Fantasy', 'Romance']",['Historical']
2826,The Wonderful Wizard of Oz,TV,Book,52,25,G - All Ages,7.02,1428,5060,10705,3529,14,1986,['Kids'],['Panmedia'],"['Adventure', 'Fantasy']",['Isekai']
2827,,TV,Other,45,25,G - All Ages,6.26,2141,9578,9910,4519,5,1974,[],['Toei Animation'],['Comedy'],[]
